Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Continent
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,43270012739.0,46076379864.0,49304727903.0,55539363102.0,63741466509.0,67970199333.0,54738691617.0,60155334542.0,63211416561.0,69748993758.0,74658791270.0,79443177466.0,81426298287.0,97561887958.0,116963620422.0,123400629131.0,117988534885.0,136743438549.0,155039888663.0,173920685620.0,210608299658.0,220616445556.0,226594563449.0,243700817417.0,239973094448.0,263678832418.0,280349120352.0,313355004645.0,334074870364.0,335790574664.0,364740287588.0,314469355543.0,333546277430.0,327009281233.0,377442853701.0,416341940330.0,458508459742.0,484982931206.0,492856423475.0,531825749350.0,544940514563.0,562554379798.0,593707009777.0,694775911444.0,804159915390.0,924419567611.0,1051884831127.0,1342148092012.0,1347380565219.0,1502961023416.0,1869826822190.0,2045738549421.0,2057958207280.0,2111097579999.0,2323062261531.0,2414503392484.0,2679313169378.0,3075955432872.0,3159841615195.0,3318484576527.0,3172770463749.0,3717045071833.0,3930640287773.0,4210302249459.0,4512296631866.0,Asia
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,1748124064.0,1920811284.0,2130606532.0,2207393172.0,2371808713.0,2647955558.0,2920555557.0,3257022223.0,4187777711.0,4485777644.0,5377333333.0,7184806909.0,9664267087.0,14947435499.0,45412957746.0,46773208643.0,64005665722.0,74188986586.0,80266516687.0,111858444786.0,164539660725.0,184291360139.0,153240313858.0,129171635311.0,119624858116.0,103897846494.0,86961922765.0,85695861148.0,88256074766.0,95344459279.0,117630173565.0,132223230975.0,137087850467.0,132967957276.0,135174899866.0,143343124166.0,158662483311.0,165963684913.0,146775466667.0,161717066667.0,189514933333.0,184137600000.0,189605866667.0,215807733333.0,258742133333.0,328459608764.0,376900133511.0,415964509673.0,519796800000.0,429097866667.0,528207466667.0,680660800000.0,751921333333.0,769755733333.0,787153066667.0,693414400000.0,689279466667.0,741266133333.0,886564800000.0,888890133333.0,767951200000.0,982661066667.0,1239075200000.0,1218584533333.0,1239804533333.0,Asia
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1126364162.0,1222860429.0,1328259625.0,1351234926.0,1388282600.0,1446869619.0,1484491676.0,1607409539.0,1677771401.0,1847501441.0,2100229759.0,2288340041.0,2483055722.0,3077254460.0,3958931660.0,4823090192.0,6013210816.0,7499005639.0,8128719315.0,8418407787.0,8951800000.0,10753888154.0,8732542274.0,8230153846.0,10447615385.0,8075259600.0,10092200000.0,12093333333.0,14372555556.0,21408111111.0,33641222222.0,44171194366.0,7031933492.0,8881005436.0,12793794737.0,13830363900.0,9018300725.0,11681175864.0,11250221537.0,10682028340.0,12257299147.0,15716361792.0,18137128388.0,21355298460.0,26646007251.0,35182711988.0,45263831634.0,59440139775.0,64833083257.0,51621044077.0,58962978034.0,55018567211.0,37632919967.0,43024018082.0,49516748618.0,51726758677.0,42630376000.0,41283617976.0,32333780383.0,32338079165.0,27034593750.0,34229513775.0,51666875363.0,39898289821.0,49672435513.0,Africa
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1003692370.0,1058975257.0,1085475791.0,1122139862.0,1188930645.0,1210058228.0,1246908186.0,1246480766.0,1309384862.0,1245234931.0,1297407655.0,1339549033.0,1620857104.0,1863398590.0,2099325229.0,2830388405.0,2869777884.0,2938046463.0,3280354921.0,4084877823.0,4510108291.0,4095892781.0,4013951443.0,3569356125.0,3485165432.0,3818944918.0,5392093446.0,6487353103.0,6418419389.0,6366039373.0,7390967360.0,7255210470.0,7769817840.0,7367986241.0,5034588196.0,6326342633.0,6559712166.0,6041478726.0,6505607909.0,6592834933.0,6013185004.0,6507824829.0,7006402320.0,8768721563.0,10076816667.0,11009033438.0,11697918243.0,13994218413.0,16853989628.0,16145867495.0,16121315909.0,17814283639.0,17660870412.0,18918667725.0,19797253440.0,17774766696.0,19040312333.0,20996562944.0,23116701556.0,23403995992.0,24530513038.0,27520784130.0,27783332223.0,30696331296.0,32808056601.0,Africa
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,704751700.3,764629788.1,826239211.8,917608012.5,894153311.4,974644096.1,1096425608.0,1238035816.0,1425706091.0,1659893768.0,1920574150.0,2263785444.0,2721440981.0,3696213333.0,5221534956.0,5633673930.0,6327077974.0,6618585074.0,7517176355.0,9296921724.0,11896256783.0,14175228844.0,16084252378.0,17784112150.0,19749361098.0,19156532746.0,18586746057.0,20919215578.0,25371462488.0,30465364739.0,36144336769.0,45466164978.0,52131320033.0,60603815716.0,73688724431.0,87812540788.0,96293086513.0,100123787215.0,85728207782.0,86286849755.0,96076539926.0,89793790670.0,92538372870.0,97646401096.0,115033593101.0,127807848728.0,148627286361.0,180941701358.0,193617323539.0,194150283772.0,239807980591.0,279356499090.0,295092888077.0,307576360585.0,314863580758.0,307998545269.0,319646468521.0,343673334902.0,377123710561.0,376161998830.0,349165858545.0,436591382250.0,509017841147.0,505439514078.0,547386645892.0,Asia
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,25203524.03,28084252.76,28606411.4,,50056882.82,40606712.05,55272108.84,84539332.28,74620320.03,83100834.31,93145283.36,111027427.2,151276496.5,182852106.5,193750540.7,192902018.7,181220399.0,181570473.8,165524943.5,147620047.7,155128542.4,176494394.0,172882410.6,214877666.8,227540473.3,269034595.8,300746361.1,402837005.3,469443201.5,510586430.2,526554006.0,457579840.2,488024514.4,419842674.2,409508553.0,346406738.9,417666638.6,468000121.3,552881356.7,617257457.8,695291218.0,776335523.5,805557289.5,898128551.3,1063898227.0,1185217634.0,1285905958.0,1335576763.0,1307908814.0,1379486291.0,1469790526.0,1615473250.0,1619150564.0,1536143428.0,1558312104.0,1466670930.0,1506124566.0,1583964704.0,Oceania
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,322009961.5,327834190.6,342721416.5,348547278.8,371847461.4,359379856.2,375479849.8,348795303.0,329859731.9,408690163.5,434410973.8,419549304.7,465381339.7,575230724.4,648590642.9,679336343.6,594895941.9,691777584.0,960728338.9,1109374911.0,1100685845.0,1114830472.0,1295361886.0,995104305.3,1087471862.0,856890459.4,490181456.6,660106336.1,1055083933.0,932974420.3,649644097.6,779981987.1,679940813.9,768867883.0,911853802.4,870740291.5,941709422.5,850232760.0,672368187.1,669386624.0,635866403.8,1681473894.0,1933863911.0,2142618046.0,2237350687.0,2545275313.0,3263697467.0,3632957611.0,4157895298.0,3953403098.0,4262805967.0,4861632885.0,6141666509.0,7502762863.0,7686138791.0,6788352975.0,6084297211.0,5749846528.0,6390514689.0,6523577594.0,6688307703.0,7166931485.0,7121125278.0,6415852767.0,6971127235.0,Africa
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,877720000.0,929520000.0,976200000.0,1009760100.0,1049400000.0,1132920000.0,1186120000.0,1263720000.0,1442320000.0,1665880000.0,1884120100.0,2328280100.0,2941640100.0,3127960000.0,3463639900.0,3573959900.0,3437200200.0,3399189100.0,3506347800.0,3661683400.0,3800368600.0,3771663200.0,3958045800.0,4189880000.0,4372215300.0,4817542204.0,5252342400.0,5813399300.0,6680269200.0,7679384000.0,8921947100.0,9586327800.0,10221705900.0,10936669900.0,11284197000.0,11784927700.0,12282533600.0,12664190300.0,13243892200.0,13724810900.0,14698000000.0,15999890000.0,17011750000.0,17986890000.0,17601620000.0,18447920000.0,20283780000.0,21386150000.0,21990960000.0,22593470000.0,23438240000.0,24191430000.0,24979190000.0,26020850000.0,26881140000.0,24921190000.0,29043140000.0,31870120000.0,33853940000.0,35364960000.0,North America
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976606910.6,1048316226.0,1109473368.0,1007661367.0,1059529812.0,1148872072.0,1462590267.0,1715340543.0,1786514058.0,1909765165.0,2188654628.0,2403213305.0,2064277126.0,1881191925.0,1813717439.0,1604701299.0,1678741475.0,1673911426.0,1419401071.0,1468343140.0,1528620346.0,1655353653.0,1616340692.0,1541248249.0,1855652786.0,1829211864.0,2027527228.0,,Europe
"Somalia, Fed. Rep.",SOM,GDP (current US$),NY.GDP.MKTP.CD,180459936.8,191659914.4,203531927.5,216145935.9,229529912.7,243725898.0,257375897.0,271781886.8,286719885.3,306357284.6,347985394.3,347039445.7,447883941.2,483699610.6,572504035.9,757015878.8,871344245.1,498550724.6,564571823.2,589566929.1,602515548.5,699302473.1,774578932.0,735408641.8,787434541.7,875702247.2,916590786.3,1018972664.0,1051596967.0,1181360844.0,1031282081.0,717974929.8,709297578.5,1260132956.0,1481205098.0,1534756135.0,1792234297.0,2191749014.0,2962047564.0,3045751528.0,3412797450.0,2252847465.0,2192684135.0,2836724352.0,3859592813.0,4683246454.0,5026743282.0,5430713729.0,5913620293.0,2948594552.0,2687807004.0,2906000097.0,4364670160.0,5062881600.0,5728399720.0,6152149100.0,6613743070.0,7621501710.0,7873000000.0,8656000000.0,8628000000.0,9483000000.0,10203000000.0,10958000000.0,11967000000.0,Africa
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17921892655.0,23277430168.0,27153408995.0,21004077441.0,20878694851.0,7326373882.0,13599378662.0,17930583571.0,23593044418.0,26845632342.0,28334256181.0,33298057362.0,44888028946.0,54220641202.0,46955984410.0,43536629233.0,51251098408.0,45103269969.0,50455529604.0,49114321280.0,41297410635.0,42225495910.0,45972834714.0,52787520249.0,53864693665.0,55874017669.0,66159884073.0,66809895701.0,81343999280.0,90097765959.0,Europe
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,34318581555.0,35775152382.0,38743773907.0,44252709651.0,43834461491.0,48308630395.0,52377020048.0,52285172403.0,55967306234.0,63402019319.0,70861621390.0,72751099714.0,82091677366.0,105089589308.0,133952983378.0,147548370829.0,159630685144.0,175173038310.0,196493025594.0,232170668171.0,292958117852.0,397377260075.0,368485556389.0,329001992004.0,293476584887.0,278370318091.0,259860678476.0,291516844627.0,307146992488.0,312233096693.0,366869004677.0,392433758462.0,354644522439.0,360284872803.0,370569432423.0,472705710257.0,528259992823.0,555912457054.0,558196701845.0,396097900741.0,419895964737.0,402042476809.0,440920665484.0,556578144173.0,691866842947.0,823668736698.0,972568420377.0,1124500296271.0,1272983700051.0,1208670461444.0,1438701031163.0,1617944194301.0,1672895604040.0,1776507851556.0,1845908277176.0,1624488271642.0,1461851860220.0,1594086359396.0,1713673886323.0,1952007800639.0,1802332899886.0,2030237669873.0,2167458359012.0,1979535952437.0,1827170966476.0,Africa
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14586253383.0,12231264525.0,14602072411.0,14907308933.0,11931472169.0,18426469017.0,13962212847.0,11997800760.0,,,,,,,,,,Africa
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,35992821735.0,37521652880.0,40553510690.0,46127211026.0,45891005946.0,50543636348.0,54780137859.0,54842900794.0,58686298468.0,66258274672.0,73998855804.0,76078810558.0,85727757472.0,109279758228.0,138641757473.0,152220676931.0,164674481162.0,180959309201.0,202653018739.0,238924186293.0,300099132924.0,404964037904.0,376485492803.0,337927843621.0,301936206027.0,288309829782.0,270239968939.0,302632023546.0,318689570071.0,324390129476.0,379792150458.0,406697201566.0,365899311503.0,369858486528.0,378181617913.0,481078758906.0,537529901697.0,565282701495.0,566816017702.0,404651773356.0,428788505805.0,410936270043.0,449500894159.0,565919936760.0,702843204652.0,836993712579.0,988873289522.0,1145239979456.0,1301030210081.0,1241958752180.0,1469616438040.0,1650955876097.0,1717295733293.0,1825489288568.0,1902908083279.0,1688024093175.0,1531896244778.0,1672127811804.0,1798796101321.0,2045711007848.0,1902392262699.0,2140795804040.0,2292617010267.0,2117597425395.0,1979078503991.0,Africa
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,4890889497.0,5468619820.0,6351288901.0,7975691955.0,12697499906.0,13756779385.0,15045613015.0,18115910570.0,20865461499.0,26701110584.0,37297800330.0,37080220828.0,37651257006.0,35757123310.0,36203727886.0,35762826952.0,33618097085.0,38725831003.0,41025318188.0,41503137702.0,47935378887.0,50019032461.0,53255036349.0,51480858165.0,55018329444.0,63080936166.0,65815856152.0,69056214799.0,70249508111.0,74261596905.0,76518051458.0,77518242612.0,83414441022.0,99643830273.0,115416643928.0,129916963353.0,145908217635.0,171435251384.0,189079229226.0,161751590928.0,172475687383.0,193342538945.0,194403769997.0,201575895179.0,208778333967.0,193084726299.0,195788612860.0,213265208434.0,230122099258.0,231340439109.0,208801767983.0,244179271152.0,270716089070.0,287374900231.0,310642066646.0,Global
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,37211826.09,37288845.21,41430256.81,56011244.74,57817591.46,60101709.85,52039421.2,49207692.32,55044562.8,65755928.14,81662231.03,83499263.5,80307762.62,75110289.18,78213795.93,82733069.44,115928906.7,115952925.5,99000764.39,98545367.04,119297932.8,107484142.7,94861780.62,125742228.8,131338414.6,103695236.8,135188165.7,91920274.24,72285403.84,77302211.92,76198394.82,75951133.38,85171073.88,102085769.1,114582283.9,136450662.4,142775104.1,149146918.9,188021165.0,200668065.0,190021192.5,226455001.2,225815131.9,267041747.6,293119143.2,259999643.0,292267272.2,322002845.2,383717327.8,412976082.6,471229484.6,524402455.5,540809499.2,690456806.7,822154621.1,Africa
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,99650000.0,107700000.0,116150000.0,125950000.0,134400000.0,154150000.0,190350000.0,220700000.0,241350000.0,259650000.0,274900000.0,301000000.0,311950000.0,339450000.0,409850000.0,465500000.0,505500000.0,641500000.0,735500000.0,782500000.0,795000000.0,889000000.0,915000000.0,883500000.0,864000000.0,873000000.0,891000000.0,980000000.0,1161000000.0,542600000.0,388400000.0,448100000.0,404600000.0,428764705.9,605492537.3,691590497.7,861372806.2,926422500.0,1110850000.0,886290697.7,947671969.7,834279357.8,1093574468.0,1274190311.0,1484092538.0,1793410397.0,2626380435.0,2936612022.0,3532969035.0,3875409836.0,4368370998.0,4422276622.0,4980000000.0,5145757576.0,5240606061.0,5126237646.0,3317421648.0,3591679431.0,3996198867.0,4016040575.0,2911807496.0,3107923198.0,3791603200.0,3472693412.0,4416775112.0,South America
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12915046978.0,14459924589.0,15699327209.0,16737973764.0,20428139756.0,26180022222.0,28197790875.0,27844628979.0,29976207629.0,30496272225.0,29215726005.0,30726659551.0,35243658399.0,46616149117.0,57215475076.0,62547753148.0,70751813443.0,86587749518.0,100830060553.0,89342984698.0,91112160801.0,99705104723.0,94724394278.0,99134277850.0,101713075599.0,89178548717.0,90347173229.0,95978130735.0,106611673365.0,105843498304.0,107732602896.0,120511265913.0,115792972358.0,133578518424.0,140934076532.0,Europe
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19832029087.0,14454495059.0,14277261541.0,14449298372.0,16400767070.0,21367422159.0,21470699363.0,20726878752.0,22058635314.0,22609669084.0,20159190702.0,20668868707.0,23214593516.0,29360575032.0,34156553313.0,35947936824.0,39260368837.0,47880266543.0,55509332322.0,49975540955.0,47793117241.0,51199194599.0,46167053954.0,47867056859.0,49514466380.0,42709468275.0,44290685824.0,48153200135.0,53689067640.0,53909922736.0,53384760135.0,61540813362.0,59899117741.0,69255264238.0,72972015197.0,Europe
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,15930075467.0,17329620585.0,18794066990.0,20342131882.0,22685490195.0,24963947415.0,27154716721.0,29474881506.0,31277871669.0,33967301561.0,38037226668.0,41506151115.0,48883173400.0,59318842992.0,65917634590.0,82765232648.0,89232517046.0,94331782622.0,104290933496.0,123207527699.0,141886067004.0,129498921476.0,114214731799.0,104862109663.0,109043045407.0,113958084357.0,150279869729.0,182744315974.0,206686590776.0,217632340195.0,261466577009.0,273831464572.0,283908914454.0,212644602616.0,228699066874.0,267050453507.0,291949597375.0,268249616891.0,270887306759.0,274318357862.0,262903560280.0,242497797485.0,267371907447.0,334072443516.0,384545442175.0,391688455929.0,422528394459.0,490047789548.0,514614100833.0,434311714442.0,492750897239.0,570538581144.0,549739674655.0,584125353119.0,577727767304.0,501602351912.0,513058312951.0,535172356785.0,549649344043.0,530894124494.0,544265668452.0,631693331301.0,575071237641.0,578990915246.0,603715224266.0,Europe
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,35076845.97,43026042.79,45927961.63,54129438.35,64980554.01,70279971.89,76859969.26,74759970.1,79799968.08,105419957.8,112139955.1,136462080.7,146736479.2,221915127.6,264320941.0,288299788.5,272550068.1,304060076.0,340630085.2,412093133.8,541976852.6,570774824.8,537568059.4,555336145.8,494483408.9,360079419.4,449140318.4,584126092.3,692026454.7,696921542.4,1114694041.0,1156135718.0,1284759928.0,1357189552.0,1419294254.0,1698989464.0,1602741834.0,1716714070.0,1576908856.0,1547888496.0,1697161558.0,1502870486.0,1393945031.0,2149632433.0,2710331785.0,3097946371.0,3215307901.0,3391122887.0,3235921171.0,3525213502.0,4360714359.0,4722912047.0,4747813067.0,4463396204.0,4285065665.0,3908217914.0,3722306117.0,4462640651.0,4643751059.0,4617018959.0,4134677810.0,4807069277.0,4746660274.0,4621191262.0,4858885841.0,Africa
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854972067.0,892290502.8,936089385.5,985865921.8,1022905028.0,1361811508.0,1417888715.0,1427017207.0,1353212123.0,1259200447.0,1407880447.0,1236428101.0,1353071061.0,1592564639.0,1686525953.0,1797836666.0,North America
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,12012024.62,11592023.76,12642025.92,13923028.54,15393031.56,15603031.99,16443033.71,16632032.13,16074027.65,16452028.3,18432031.7,21965950.77,30645122.92,36896280.48,43134496.16,47803145.95,49278981.76,64526401.46,85552365.8,127261099.2,156783829.5,163750728.2,157211789.7,156098237.0,160992921.0,179691482.7,221147061.3,265212956.8,301985618.1,324333366.5,392163560.9,398307169.9,461409398.9,504230620.6,517570058.2,540733047.7,535250347.1,598966982.4,647287375.8,662838614.9,654212394.3,662064155.9,742134837.5,750847230.1,893012218.2,977899381.8,1081441283.0,1077308814.0,979597394.3,850901620.4,981616542.3,1058918707.0,1089407839.0,1333160407.0,1387577870.0,1432403352.0,1568513348.0,1675370641.0,1784313927.0,1868690097.0,1382551752.0,1487173795.0,2018346589.0,2187379755.0,2167239562.0,Africa
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,857704413.4,945244972.1,1110565881.0,1200447408.0,1339494267.0,1472036540.0,1342287553.0,1580229799.0,1753746430.0,2245011515.0,2140384010.0,2589851325.0,3059681698.0,3239487516.0,5159557148.0,6826980444.0,7633528867.0,7696011396.0,9275200458.0,9929681529.0,13062420382.0,15518201335.0,16298929011.0,17589277143.0,17503078174.0,16403539893.0,13293205278.0,11356215543.0,10577041645.0,9853395762.0,12308624418.0,12981833333.0,13253565861.0,13695962055.0,10122020000.0,11396706587.0,13789560878.0,14505233463.0,15200846154.0,15873875969.0,18937052543.0,20237024725.0,20669357462.0,21828144686.0,25086950495.0,28858965517.0,33751788856.0,40465318382.0,52557913569.0,54111735629.0,61390830875.0,67539428159.0,43190318033.0,21361254635.0,21502061466.0,16466863117.0,12597854877.0,16369843352.0,21497782868.0,22583045060.0,12047752036.0,14353205678.0,23622827080.0,,,Asia
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358744800.0,366707900.0,409753600.0,485598800.0,578645800.0,721891500.0,773490000.0,862684000.0,703176000.0,686788000.0,842941000.0,832848000.0,863328000.0,956605000.0,1078274000.0,1202078000.0,1197958000.0,1314329000.0,1371838000.0,918387000.0,1236459000.0,1434119000.0,1638653000.0,1745378000.0,North America
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,313582728.1,333975336.1,357635713.4,371767002.2,392247517.7,416926303.3,432794921.7,449826322.6,453980096.2,471635621.6,469266736.7,501866730.1,585427546.8,647199483.0,652532795.1,864602104.7,866044962.0,935360464.7,1113920124.0,1004316496.0,1033002404.0,876937558.3,834369859.7,832415806.0,919103734.9,1033069709.0,1067828246.0,1163426852.0,1482597298.0,1433686312.0,1738605558.0,1877137982.0,1881847670.0,1463251164.0,1179837963.0,1445919895.0,1607345356.0,1544689577.0,1744794531.0,1534673583.0,1388506772.0,1710843377.0,1997005709.0,2742815072.0,4422855661.0,8655892393.0,9709626596.0,10865385132.0,13385593990.0,12317614054.0,14058506664.0,16685349674.0,17892228570.0,17865316886.0,18144336904.0,14559599500.0,13026289836.0,13349041409.0,15327000249.0,14905517743.0,14932897821.0,16871937698.0,17828508290.0,18340233749.0,19518819751.0,Africa
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,80803222393.0,71174424447.0,64922599309.0,70216443535.0,81101169481.0,94498004640.0,103377065683.0,100371950314.0,101476791156.0,114101000755.0,127052297158.0,136440829735.0,155359237839.0,195413149940.0,221440713585.0,248519521080.0,252686739158.0,291229976122.0,282630837737.0,327249769951.0,377549806579.0,403129803803.0,423407966725.0,443371246698.0,480403927229.0,526032437681.0,524621676243.0,518488360539.0,575525093194.0,622193930070.0,666725912038.0,723904575173.0,812130263841.0,891466245843.0,1073279171691.0,1324237119507.0,1521371528098.0,1574968030450.0,1439654527490.0,1585945646802.0,1746600304168.0,1860776095129.0,2061454246188.0,2335145056810.0,2709157341014.0,3136374977327.0,3778751294372.0,4781270693839.0,6054648571434.0,6573327283810.0,7998796323270.0,9762256276677.0,10891968350842.0,12032711129058.0,12988712786592.0,13532272043463.0,13827151057380.0,15097056837158.0,16881316789674.0,17481715455963.0,17783207218899.0,21205187136186.0,21537214774463.0,21617676926855.0,22233362919728.0,Asia
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991141939411.0,964170299101.0,1023345711171.0,1001720940076.0,928555990308.0,919179489611.0,828927139978.0,991380447496.0,1021239770711.0,1056341129247.0,949935181537.0,824131383383.0,896291493004.0,911679939951.0,1024829473187.0,1261017408611.0,1631372379671.0,2042987028459.0,2471273605658.0,3179127986624.0,3936159309738.0,3121801768479.0,3667835476747.0,4461210535266.0,4656388146308.0,4924806846376.0,4653015277488.0,3633660246045.0,3492088089760.0,3927649813354.0,4098990245510.0,4184533628660.0,3924139091385.0,4637763943320.0,5264484546457.0,5562782514648.0,6131674441422.0,Europe
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,171057069.1,178497098.3,186745757.9,202305865.2,234572186.5,264505506.0,305227594.8,327215843.6,341691567.5,378091809.6,358665753.9,404648367.8,474043921.8,574030984.0,791450308.4,871781686.9,874681611.9,1097893826.0,1164025637.0,1259365712.0,1604836916.0,1359026709.0,1160337039.0,1081387265.0,1014170069.0,1076604520.0,1498219579.0,1763978066.0,1947208354.0,1910635575.0,2299665506.0,2262767860.0,2390796916.0,1741944426.0,1387662121.0,1849110468.0,2069506014.0,2116818623.0,2241650112.0,2226577204.0,2106848752.0,2093498674.0,2410199032.0,2987984051.0,3191561509.0,3221910408.0,3320907722.0,3759962853.0,4578847113.0,4721888275.0,4746386893.0,5422439152.0,5413541649.0,6021729630.0,6393314708.0,5755457836.0,6071167584.0,6387424240.0,7029215766.0,6992654019.0,7486031562.0,8541668141.0,8646453099.0,9816236303.0,10651180147.0,Africa
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2760750861.0,3034037811.0,3308912797.0,3540403457.0,3889129942.0,4388937649.0,5279230817.0,5638461442.0,6081009428.0,6695336567.0,7086538438.0,7375000024.0,8177873151.0,10838587358.0,13702998512.0,14882770594.0,16985208648.0,19779312261.0,24006566637.0,27371650825.0,32353514989.0,34846039194.0,36589772404.0,40042798388.0,41797647776.0,38900711333.0,43096773981.0,50535446555.0,61667253471.0,72250748100.0,85343190719.0,98234714971.0,111452746518.0,128889262951.0,146683778959.0,169278916593.0,183035237429.0,150180456566.0,113675596788.0,126669211779.0,126392224254.0,120296476180.0,134300904400.0,152280615246.0,172895685155.0,189318408469.0,221758296022.0,262942621455.0,291382982431.0,281710630187.0,341104766329.0,370818739624.0,397558325279.0,420333654593.0,407339040198.0,401296238228.0,413366349748.0,456356813537.0,506754208404.0,543976691794.0,500461898480.0,506194668790.0,495644697588.0,515906283941.0,526517658842.0,Asia
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2629395066.0,2536585366.0,1908554572.0,1646623195.0,1522001206.0,1231561860.0,1043654822.0,921518032.9,1320199582.0,1086612290.0,860541842.3,1080772551.0,1221106220.0,1555318261.0,2076176869.0,2312352021.0,2830213849.0,3719524541.0,5161299725.0,4979472364.0,5642221099.0,6522756255.0,7633036903.0,8448411318.0,9112605459.0,8271431485.0,6992416097.0,7536402853.0,7764999999.0,8300813599.0,8133963551.0,8937805347.0,10713525200.0,12244169293.0,14204575549.0,Asia
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,2331358820.0,3010982414.0,3006988217.0,3189539641.0,3208098919.0,3200539816.0,3179225949.0,2561118608.0,2482228440.0,2378759975.0,2450350625.0,2605689134.0,2450564100.0,2904663311.0,3534772732.0,4462029109.0,5977440583.0,6838351088.0,8103901996.0,10276674365.0,12664165103.0,19271523179.0,20214385965.0,22583157895.0,29233333333.0,35164210526.0,39197543860.0,43524210526.0,35799714286.0,36169428571.0,37926285714.0,40765428571.0,40810067975.0,41509903182.0,40589905812.0,42208726138.0,45894538666.0,51387209872.0,Asia
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,74399051116.0,82362832266.0,86399815745.0,93844819441.0,104302526502.0,111946641395.0,123240741043.0,125362127678.0,134361744441.0,149979264962.0,163499670767.0,181794578090.0,204232100660.0,274036287246.0,358182606144.0,374350708857.0,411065254886.0,452376511737.0,541374940142.0,607502561689.0,743795740312.0,852847482696.0,779872014724.0,681554554314.0,715171116848.0,706307698037.0,712610987835.0,765000529871.0,839372117494.0,931218807730.0,1039366593867.0,1123571075717.0,1232562973418.0,1466872751421.0,1715187232057.0,1855934359540.0,2016321456676.0,2212067216182.0,2233347031890.0,2002746501486.0,2214459287709.0,2161359862864.0,1927322085240.0,1960517216397.0,2264876234901.0,2752003821062.0,3234927606208.0,3826959867893.0,4465814702670.0,4176789508120.0,5212616653053.0,5942223639207.0,5999254994807.0,6044625148404.0,6005259453418.0,5068610305412.0,4922090097004.0,5482764267203.0,5347056434774.0,5230554354083.0,4387909128655.0,5118940165028.0,5851879329575.0,6591336702939.0,6776899040060.0,South America
